Identif Item Compra;Cod UResp Compra;UF UResp Compra;Esfera UResp Compra;;Desc Compl Item Compra;Modalidade Compra;Inciso Disp Legal;Justif Dispensa/Inexig;Forma Realização;CPF/CNPJ Fornecedor;Nome Fornecedor;Porte Empresa Fornec;Fabric Material Compra;Ano Resultado Compra;Dia Resultado Compra;Mês Final Vigen Ata SRP;Unidade Fornecimento;Qtde Comprada Item;Valor Unitário Homologado;Valor Total Homologado
2500050600496201800004;250005;DF;Federal; SORAFENIBE TOSILATO, CONCENTRAÇÃO:200 MG;SORAFENIBE TOSILATO, CONCENTRAÇÃO 200 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;18459628000115;BAYER S.A.;Outros;;2018;19 Set 2018;Jan 1900;COMPRIMIDO;720 ;73,6800;53.049,6000
2500050600496201800005;250005;DF;Federal; ESTERASE, COMPOSIÇÃO:INIBIDOR DE ESTERASE C1 HUMANA, CONCENTRAÇÃO:500 UI, FORMA FARMACÊUTICA :PÓ LIÓFILO PARA INJETÁVEL;ESTERASE, COMPOSIÇÃO INIBIDOR DE ESTERASE C1 HUMANA, CONCENTRAÇÃO 500 UI, FORMA FARMACÊUTICA* PÓ LIÓFILO PARA INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;62969589001593;CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;Outros;;2018;19 Set 2018;Jan 1900;FRASCO-AMPOLA;6 ;1.515,4200;9.092,5200
2500050600496201800006;250005;DF;Federal; INSULINA, TIPO:GLARGINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:REFIL;INSULINA, TIPO GLARGINA, CONCENTRAÇÃO 100 UI/ML, FORMA FARMACEUTICA SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL REFIL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2018;19 Set 2018;Jan 1900;TUBETE 3,00 ML;57 ;50,1500;2.858,5500
2500050600496201800007;250005;DF;Federal; BORTEZOMIBE, CONCENTRAÇÃO:3,5 MG, APRESENTAÇÃO:INJETÁVEL;BORTEZOMIBE, CONCENTRAÇÃO 3,5 MG, APRESENTAÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2018;19 Set 2018;Jan 1900;FRASCO-AMPOLA;21 ;2.763,1100;58.025,3100
2500050600496201800008;250005;DF;Federal; CRIZOTINIBE, CONCENTRAÇÃO :250 MG;CRIZOTINIBE, CONCENTRAÇÃO* 250 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2018;19 Set 2018;Jan 1900;CÁPSULA;360 ;394,2900;141.944,4000
2500050600496201800009;250005;DF;Federal; ABIRATERONA  ACETATO, CONCENTRAÇÃO:250 MG;ABIRATERONA  ACETATO, CONCENTRAÇÃO 250 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2018;19 Set 2018;Jan 1900;COMPRIMIDO;1.440 ;71,9500;103.608,0000
2500050600496201800010;250005;DF;Federal; TERIFLUNOMIDA, CONCENTRAÇÃO:14 MG;TERIFLUNOMIDA, CONCENTRAÇÃO 14 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;02685377000823;SANOFI-AVENTIS FARMACEUTICA LTDA;Outros;;2018;19 Set 2018;Jan 1900;COMPRIMIDO;180 ;148,8100;26.785,8000
2500050600496201800011;250005;DF;Federal; VANDETANIBE, CONCENTRAÇÃO:300 MG;VANDETANIBE, CONCENTRAÇÃO 300 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;02685377000823;SANOFI-AVENTIS FARMACEUTICA LTDA;Outros;;2018;19 Set 2018;Jan 1900;COMPRIMIDO;180 ;525,2400;94.543,2000
2500050600496201800012;250005;DF;Federal; DENOSUMABE, CONCENTRAÇÃO:60 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;DENOSUMABE, CONCENTRAÇÃO 60 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;18774815000193;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.;Outros;;2018;19 Set 2018;Jan 1900;SERINGA 1,00 ML;3 ;562,0100;1.686,0300
2500050600496201800013;250005;DF;Federal; RUXOLITINIBE, CONCENTRAÇÃO:20 MG;RUXOLITINIBE, CONCENTRAÇÃO 20 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;56994502002779;NOVARTIS BIOCIENCIAS SA;Outros;;2018;19 Set 2018;Jan 1900;COMPRIMIDO;360 ;319,6500;115.074,0000
2500050600496201800014;250005;DF;Federal; ELTROMBOPAG OLAMINA, CONCENTRAÇÃO:50 MG;ELTROMBOPAG OLAMINA, CONCENTRAÇÃO 50 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;56994502002779;NOVARTIS BIOCIENCIAS SA;Outros;;2018;19 Set 2018;Jan 1900;COMPRIMIDO;182 ;211,2800;38.452,9600
2500050600496201800015;250005;DF;Federal; RANIBIZUMABE, CONCENTRAÇÃO:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:C/SISTEMA DE APLICAÇÃO;RANIBIZUMABE, CONCENTRAÇÃO 10 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL C/SISTEMA DE APLICAÇÃO;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;56994502002698;NOVARTIS BIOCIENCIAS SA;Outros;;2018;19 Set 2018;Jan 1900;FRASCO 0,23 ML;3 ;3.053,5000;9.160,5000
2500050600496201800016;250005;DF;Federal; OMALIZUMABE, CONCENTRAÇÃO:150 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL;OMALIZUMABE, CONCENTRAÇÃO 150 MG, FORMA FARMACÊUTICA PÓ LIÓFILO P/ INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;56994502002698;NOVARTIS BIOCIENCIAS SA;Outros;;2018;19 Set 2018;Jan 1900;FRASCO-AMPOLA;12 ;1.621,6400;19.459,6800
2500050600497201700001;250005;DF;Federal; LARONIDASE, CONCENTRAÇÃO:0,58 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;LARONIDASE, CONCENTRAÇÃO 0,58 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;10375666000188;GLOBAL GESTAO EM SAUDE S.A.;Micro Empresa;;2017;23 Out 2017;Jan 1900;FRASCO 5,00 ML;2.437 ;1.334,6800;3.252.615,1600
2500050600497201800001;250005;DF;Federal; FUMARATO DE DIMETILA, CONCENTRAÇÃO:240 MG, CARACTERÍSTICAS ADICIONAIS:LIBERAÇÃO CONTROLADA;FUMARATO DE DIMETILA, CONCENTRAÇÃO 240 MG, CARACTERÍSTICAS ADICIONAIS LIBERAÇÃO CONTROLADA;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;04307650001298;ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.;Outros;;2018;19 Set 2018;Jan 1900;CÁPSULA;392 ;74,8400;29.337,2800
2500050600498201700001;250005;DF;Federal; ECULIZUMABE, CONCENTRAÇÃO:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;ECULIZUMABE, CONCENTRAÇÃO 10 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;ESTRANG0024019;MULTICARE PHARMACEUTICALS;Não se Aplica;;2017;13 Nov 2017;Jan 1900;FRASCO 30,00 ML;2.582 ;13.614,8000;35.153.413,6000
2500050600498201800001;250005;DF;Federal; TOCILIZUMABE, CONCENTRAÇÃO:20 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;TOCILIZUMABE, CONCENTRAÇÃO 20 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;33009945000204;PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A;Outros;;2018;21 Set 2018;Jan 1900;FRASCO 4,00 ML;6 ;416,7700;2.500,6200
2500050600498201800002;250005;DF;Federal; BEVACIZUMABE, CONCENTRAÇÃO:25 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL;BEVACIZUMABE, CONCENTRAÇÃO 25 MG/ML, FORMA FARMACEUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;33009945000204;PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A;Outros;;2018;21 Set 2018;Jan 1900;FRASCO 16,00 ML;6 ;4.843,0900;29.058,5400
2500050600498201800003;250005;DF;Federal; BEVACIZUMABE, CONCENTRAÇÃO:25 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL;BEVACIZUMABE, CONCENTRAÇÃO 25 MG/ML, FORMA FARMACEUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;33009945000204;PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A;Outros;;2018;21 Set 2018;Jan 1900;FRASCO 4,00 ML;3 ;1.250,8300;3.752,4900
2500050600498201800004;250005;DF;Federal; VISMODEGIBE, CONCENTRAÇÃO:150 MG;VISMODEGIBE, CONCENTRAÇÃO 150 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;33009945000204;PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A;Outros;;2018;21 Set 2018;Jan 1900;CÁPSULA;112 ;616,2100;69.015,5200
2500050600498201800005;250005;DF;Federal; SERTRALINA CLORIDRATO, DOSAGEM:100MG;SERTRALINA CLORIDRATO, DOSAGEM 100MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;26921908000202;HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.;Outros;;2018;21 Set 2018;Jan 1900;COMPRIMIDO;180 ;2,2000;396,0000
2500050600498201800006;250005;DF;Federal; ESCITALOPRAM OXALATO, DOSAGEM:10 MG;ESCITALOPRAM OXALATO, DOSAGEM 10 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;26921908000202;HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.;Outros;;2018;21 Set 2018;Jan 1900;COMPRIMIDO;360 ;1,4800;532,8000
2500050600498201800007;250005;DF;Federal; ENZALUTAMIDA, CONCENTRAÇÃO:40 MG;ENZALUTAMIDA, CONCENTRAÇÃO 40 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;26921908000202;HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.;Outros;;2018;21 Set 2018;Jan 1900;CÁPSULA;720 ;71,2300;51.285,6000
2500050600498201800008;250005;DF;Federal; INSULINA, TIPO:GLULISINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:REFIL;INSULINA, TIPO GLULISINA, CONCENTRAÇÃO 100 UI/ML, FORMA FARMACEUTICA SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL REFIL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2018;21 Set 2018;Jan 1900;TUBETE 3,00 ML;12 ;19,4100;232,9200
2500050600498201800009;250005;DF;Federal; INSULINA, TIPO:GLARGINA, CONCENTRAÇÃO:100 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:REFIL;INSULINA, TIPO GLARGINA, CONCENTRAÇÃO 100 UI/ML, FORMA FARMACEUTICA SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL REFIL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2018;21 Set 2018;Jan 1900;TUBETE 3,00 ML;66 ;50,1500;3.309,9000
2500050600498201800010;250005;DF;Federal; ZOLPIDEM, DOSAGEM:10 MG;ZOLPIDEM, DOSAGEM 10 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2018;21 Set 2018;Jan 1900;COMPRIMIDO;180 ;2,1100;379,8000
2500050600498201800011;250005;DF;Federal; INSULINA, TIPO:GLARGINA, CONCENTRAÇÃO:300 UI/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL:COM APLICADOR;INSULINA, TIPO GLARGINA, CONCENTRAÇÃO 300 UI/ML, FORMA FARMACEUTICA SOLUÇÃO INJETÁVEL, CARACTERISTICA ADICIONAL COM APLICADOR;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2018;21 Set 2018;Jan 1900;TUBETE 1,50 ML;20 ;120,2800;2.405,6000
2500050600498201800012;250005;DF;Federal; TEMOZOLOMIDA, CONCENTRAÇÃO:100 MG;TEMOZOLOMIDA, CONCENTRAÇÃO 100 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2018;21 Set 2018;Jan 1900;CÁPSULA;140 ;429,9500;60.193,0000
2500050600498201800013;250005;DF;Federal; ALENTUZUMABE, CONCENTRAÇÃO:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;ALENTUZUMABE, CONCENTRAÇÃO 10 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;02685377000823;SANOFI-AVENTIS FARMACEUTICA LTDA;Outros;;2018;21 Set 2018;Jan 1900;FRASCO 1,20 ML;3 ;26.671,7500;80.015,2500
2500050600498201800014;250005;DF;Federal; BRENTUXIMABE VEDOTINA, CONCENTRAÇÃO:50 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/ INJETÁVEL;BRENTUXIMABE VEDOTINA, CONCENTRAÇÃO 50 MG, FORMA FARMACÊUTICA PÓ LIÓFILO P/ INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;81887838000736;PROFARMA SPECIALTY S.A;Outros;;2018;21 Set 2018;Jan 1900;FRASCO-AMPOLA;32 ;13.055,5900;417.778,8800
2500050600498201800015;250005;DF;Federal; ABIRATERONA  ACETATO, CONCENTRAÇÃO:250 MG;ABIRATERONA  ACETATO, CONCENTRAÇÃO 250 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;81887838000736;PROFARMA SPECIALTY S.A;Outros;;2018;21 Set 2018;Jan 1900;COMPRIMIDO;1.080 ;71,9400;77.695,2000
2500050600498201800016;250005;DF;Federal; DAPAGLIFLOZINA, CONCENTRAÇÃO:10 MG;DAPAGLIFLOZINA, CONCENTRAÇÃO 10 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;04307650001298;ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.;Outros;;2018;21 Set 2018;Jan 1900;COMPRIMIDO;360 ;3,1500;1.134,0000
2500050600498201800017;250005;DF;Federal; NINTEDANIBE, COMPOSIÇÃO:SAL ESILATO, CONCENTRAÇÃO:100 MG;NINTEDANIBE, COMPOSIÇÃO SAL ESILATO, CONCENTRAÇÃO 100 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;04307650001298;ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.;Outros;;2018;21 Set 2018;Jan 1900;CÁPSULA;360 ;104,8600;37.749,6000
2500050600498201800018;250005;DF;Federal; NINTEDANIBE, COMPOSIÇÃO:SAL ESILATO, CONCENTRAÇÃO:150 MG;NINTEDANIBE, COMPOSIÇÃO SAL ESILATO, CONCENTRAÇÃO 150 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;04307650001298;ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.;Outros;;2018;21 Set 2018;Jan 1900;CÁPSULA;720 ;209,7200;150.998,4000
2500050600498201800019;250005;DF;Federal; METFORMINA CLORIDRATO, COMPOSIÇÃO:ASSOCIADA À DAPAGLIFOZINA, CONCENTRAÇÃO:1000 MG + 5 MG, FORMA FARMACÊUTICA:AÇÃO PROLONGADA;METFORMINA CLORIDRATO, COMPOSIÇÃO ASSOCIADA À DAPAGLIFOZINA, CONCENTRAÇÃO 1000 MG + 5 MG, FORMA FARMACÊUTICA AÇÃO PROLONGADA;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;04307650001298;ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.;Outros;;2018;21 Set 2018;Jan 1900;COMPRIMIDO;360 ;1,8400;662,4000
2500050600498201800020;250005;DF;Federal; ÁCIDO URSODESOXICÓLICO, CONCENTRAÇÃO:300 MG;ÁCIDO URSODESOXICÓLICO, CONCENTRAÇÃO 300 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;04307650001298;ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.;Outros;;2018;21 Set 2018;Jan 1900;COMPRIMIDO;540 ;4,3700;2.359,8000
2500050600498201800021;250005;DF;Federal; ICATIBANTO ACETATO, CONCENTRAÇÃO:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;ICATIBANTO ACETATO, CONCENTRAÇÃO 10 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;06081203000136;HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA;Outros;;2018;21 Set 2018;Jan 1900;SERINGA 3,00 ML;22 ;5.183,7000;114.041,4000
2500050600498201800022;250005;DF;Federal; OLMESARTANA MEDOXOMILA, COMPOSIÇÃO:ASSOCIADA COM HIDROCLOROTIAZIDA, CONCENTRAÇÃO:40 MG + 25 MG;OLMESARTANA MEDOXOMILA, COMPOSIÇÃO ASSOCIADA COM HIDROCLOROTIAZIDA, CONCENTRAÇÃO 40 MG + 25 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;06081203000136;HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA;Outros;;2018;21 Set 2018;Jan 1900;COMPRIMIDO;180 ;2,7800;500,4000
2500050600498201800023;250005;DF;Federal; SUNITINIBE, COMPOSIÇÃO:MALATO, CONCENTRAÇÃO:50 MG;SUNITINIBE, COMPOSIÇÃO MALATO, CONCENTRAÇÃO 50 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;06081203000136;HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA;Outros;;2018;21 Set 2018;Jan 1900;CÁPSULA;112 ;505,7200;56.640,6400
2500050600498201800024;250005;DF;Federal; TAFAMIDIS, CONCENTRAÇÃO:20 MG;TAFAMIDIS, CONCENTRAÇÃO 20 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;06081203000136;HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA;Outros;;2018;21 Set 2018;Jan 1900;CÁPSULA;90 ;581,4200;52.327,8000
2500050600498201800025;250005;DF;Federal; TEMOZOLOMIDA, CONCENTRAÇÃO:140 MG;TEMOZOLOMIDA, CONCENTRAÇÃO 140 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;06081203000136;HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA;Outros;;2018;21 Set 2018;Jan 1900;CÁPSULA;45 ;686,6400;30.898,8000
2500050600498201800026;250005;DF;Federal; TEMOZOLOMIDA, CONCENTRAÇÃO:180 MG;TEMOZOLOMIDA, CONCENTRAÇÃO 180 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;06081203000136;HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA;Outros;;2018;21 Set 2018;Jan 1900;CÁPSULA;25 ;882,8200;22.070,5000
2500050600498201800027;250005;DF;Federal; TEMOZOLOMIDA, CONCENTRAÇÃO:20 MG;TEMOZOLOMIDA, CONCENTRAÇÃO 20 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;06081203000136;HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA;Outros;;2018;21 Set 2018;Jan 1900;CÁPSULA;160 ;98,5800;15.772,8000
2500050600498201800028;250005;DF;Federal; TEMOZOLOMIDA, CONCENTRAÇÃO:250 MG;TEMOZOLOMIDA, CONCENTRAÇÃO 250 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;06081203000136;HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA;Outros;;2018;21 Set 2018;Jan 1900;CÁPSULA;90 ;1.207,7600;108.698,4000
2500050600498201800029;250005;DF;Federal; RUXOLITINIBE, CONCENTRAÇÃO:20 MG;RUXOLITINIBE, CONCENTRAÇÃO 20 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;56994502002779;NOVARTIS BIOCIENCIAS SA;Outros;;2018;21 Set 2018;Jan 1900;COMPRIMIDO;360 ;319,6500;115.074,0000
2500050600498201800030;250005;DF;Federal; RUXOLITINIBE, CONCENTRAÇÃO:5 MG;RUXOLITINIBE, CONCENTRAÇÃO 5 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;56994502002779;NOVARTIS BIOCIENCIAS SA;Outros;;2018;21 Set 2018;Jan 1900;COMPRIMIDO;360 ;177,3200;63.835,2000
2500050600498201800031;250005;DF;Federal; ELTROMBOPAG OLAMINA, CONCENTRAÇÃO:50 MG;ELTROMBOPAG OLAMINA, CONCENTRAÇÃO 50 MG;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;56994502002779;NOVARTIS BIOCIENCIAS SA;Outros;;2018;21 Set 2018;Jan 1900;COMPRIMIDO;196 ;211,2800;41.410,8800
2500050600498201800032;250005;DF;Federal; RANIBIZUMABE, CONCENTRAÇÃO:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:C/SISTEMA DE APLICAÇÃO;RANIBIZUMABE, CONCENTRAÇÃO 10 MG/ML, FORMA FARMACÊUTICA SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL C/SISTEMA DE APLICAÇÃO;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;56994502002698;NOVARTIS BIOCIENCIAS SA;Outros;;2018;21 Set 2018;Jan 1900;FRASCO 0,23 ML;7 ;3.053,5000;21.374,5000
2500050600498201800033;250005;DF;Federal; BORTEZOMIBE, CONCENTRAÇÃO:3,5 MG, APRESENTAÇÃO:INJETÁVEL;BORTEZOMIBE, CONCENTRAÇÃO 3,5 MG, APRESENTAÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;09053134000145;ELFA MEDICAMENTOS S.A;Outros;;2018;21 Set 2018;Jan 1900;FRASCO-AMPOLA;28 ;2.763,1100;77.367,0800
2500050600499201700001;250005;DF;Federal; INSULINA, ORIGEM:LISPRO, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL;INSULINA, ORIGEM LISPRO, DOSAGEM 100U/ML, APLICAÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;43940618000144;ELI LILLY DO BRASIL LTDA;Outros;;2017;30 Out 2017;Jan 1900;FRASCO 10,00 ML;5 ;67,8600;339,3000
2500050600499201800001;250005;DF;Federal; IMATINIBE MESILATO, DOSAGEM:100 MG;IMATINIBE MESILATO, DOSAGEM 100 MG;Dispensa de Licitação;INCISO VIII;Justificativa: Por se tratar de entidade que integra a Administração Pública e produz produto estratégico para saúde;Não se Aplica;30064034000100;INSTITUTO VITAL BRAZIL S/A (CENTRO DE PESQUISAS, PRODUTOS QUIMICOS E BIOLOGICOS);Outros;;2018;13 Set 2018;Jan 1900;COMPRIMIDO;1.020.180 ;11,0000;11.221.980,0000
2500050600499201800002;250005;DF;Federal; IMATINIBE MESILATO, DOSAGEM:400 MG;IMATINIBE MESILATO, DOSAGEM 400 MG;Dispensa de Licitação;INCISO VIII;Justificativa: Por se tratar de entidade que integra a Administração Pública e produz produto estratégico para saúde;Não se Aplica;30064034000100;INSTITUTO VITAL BRAZIL S/A (CENTRO DE PESQUISAS, PRODUTOS QUIMICOS E BIOLOGICOS);Outros;;2018;13 Set 2018;Jan 1900;COMPRIMIDO;4.067.280 ;46,0000;187.094.880,0000
2500050600500201700001;250005;DF;Federal; INSULINA, ORIGEM:LISPRO, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL;INSULINA, ORIGEM LISPRO, DOSAGEM 100U/ML, APLICAÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;43940618000144;ELI LILLY DO BRASIL LTDA;Outros;;2017;30 Out 2017;Jan 1900;FRASCO 10,00 ML;3 ;67,8600;203,5800
2500050600500201700002;250005;DF;Federal; INSULINA, ORIGEM:GLARGINA, DOSAGEM:100UI/ML, APLICAÇÃO:INJETÁVEL;INSULINA, ORIGEM GLARGINA, DOSAGEM 100UI/ML, APLICAÇÃO INJETÁVEL;Dispensa de Licitação;INCISO IV;Justificativa: Trata-se de Ação Judicial;Não se Aplica;12420164000904;CM HOSPITALAR S.A.;Outros;;2017;30 Out 2017;Jan 1900;TUBETE 3,00 ML;11 ;76,0000;836,0000
